,Parcel ID,Address,sale_date,year,month,year-month,sale_price,yr_built,square_feet,price_sf,lat,long,GEOID,Sub_geo,geometry
4559,0741  033,166 LINCOLN RD,6/26/18,2018,6,2018-6,25000,1980,1470,17.00680272,33.493209,-84.608134,13113140203,West Fayette,POINT (-84.608134 33.493209)
5022,53205006,195 SUGARLAND TRL,9/11/19,2019,9,2019-9,50000,1992,2582,19.36483346,33.4661215,-84.4185181,13113140406,Fayetteville,POINT (-84.4185181 33.4661215)
9608,0545  029,521 HIGHWAY 314,6/6/19,2019,6,2019-6,52000,1979,1836,28.32244009,33.493037,-84.448994,13113140102,Fayetteville,POINT (-84.448994 33.493037)
5984,73106009,17 NORTHLAKE DR,7/17/18,2018,7,2018-7,60000,1972,1724,34.80278422,33.4072245,-84.5801523,13113140207,West Fayette,POINT (-84.5801523 33.4072245)
71,0526  031,303 COUNTY LINE RD,6/15/20,2020,6,2020-6,61200,1931,1712,35.74766355,33.444436,-84.4022258,13113140410,Fayetteville,POINT (-84.4022258 33.444436)
7383,52409039,190 NORTH HAMPTON,12/31/20,2020,12,2020-12,55000,1984,1460,37.67123288,33.4407123,-84.4388669,13113140410,Fayetteville,POINT (-84.4388669 33.4407123)
10368,52902029,866 HOOD RD,2/6/18,2018,2,2018-2,60000,1973,1586,37.83102144,33.4565827,-84.4903227,13113140404,Fayetteville,POINT (-84.4903227 33.4565827)
13540,55101010,209 KENWOOD RD,8/7/19,2019,8,2019-8,45000,1900,1176,38.26530612,33.5111889,-84.4387438,13113140104,Fayetteville,POINT (-84.4387438 33.5111889)
11396,0544  031,106 LONGVIEW RD,11/5/18,2018,11,2018-11,76000,1960,1919,39.6039604,33.4868838,-84.450392,13113140102,Fayetteville,POINT (-84.450392 33.4868838)
9583,55102002,115 AUSTIN DR,6/26/19,2019,6,2019-6,68618,1968,1688,40.65047393,33.5096214,-84.4392976,13113140102,Fayetteville,POINT (-84.4392976 33.5096214)
11479,54902035,285 FRANKLIN FARMS CIR,11/27/18,2018,11,2018-11,85137,1982,2072,41.08928571,33.5143797,-84.4701147,13113140104,Fayetteville,POINT (-84.4701147 33.5143797)
8405,51002065,260 GREENFIELD CIR,2/17/23,2023,2,2023-2,100000,1986,2431,41.13533525,33.4107878,-84.4590856,13113140405,Fayetteville,POINT (-84.4590856 33.4107878)
14659,53011001,225 TIMBERLANE DR,8/31/18,2018,8,2018-8,100000,1981,2410,41.49377593,33.4642784,-84.4621608,13113140403,Fayetteville,POINT (-84.4621608 33.4642784)
3670,50402008,115 CARROLLWOOD DR,7/8/22,2022,7,2022-7,87370,1979,2102,41.56517602,33.3967741,-84.4329524,13113140408,South Fayette,POINT (-84.4329524 33.3967741)
12029,0548  064,953 NEW HOPE RD,10/3/18,2018,10,2018-10,55000,1967,1318,41.72989378,33.511809,-84.490258,13113140104,Fayetteville,POINT (-84.490258 33.511809)
13541,55101013,203 KENWOOD RD,8/7/19,2019,8,2019-8,45000,1900,1056,42.61363636,33.5120099,-84.439066,13113140104,Fayetteville,POINT (-84.439066 33.5120099)
11955,0530  005,402 N JEFF DAVIS DR,10/26/18,2018,10,2018-10,68000,1961,1586,42.87515763,33.4554952,-84.4506818,13113140406,Fayetteville,POINT (-84.4506818 33.4554952)
6651,0522  013,20 BURCH RD,2/1/21,2021,2,2021-2,155000,1962,3533,43.8720634,33.4463918,-84.485466,13113140404,Fayetteville,POINT (-84.485466 33.4463918)
12146,0716  026,850 EBENEZER RD,10/28/19,2019,10,2019-10,119000,1977,2682,44.36987323,33.3896602,-84.5318603,13113140307,South Fayette,POINT (-84.5318603 33.3896602)
1434,0522  013,20 BURCH RD,2/14/20,2020,2,2020-2,157500,1962,3533,44.57967733,33.4463918,-84.485466,13113140404,Fayetteville,POINT (-84.485466 33.4463918)
10473,0524  110,135 INDUSTRIAL WAY,2/15/18,2018,2,2018-2,450000,1986,10000,45,33.4422643,-84.4418406,13113140410,Fayetteville,POINT (-84.4418406 33.4422643)
11553,51109037,115 RIDGE WAY,11/12/18,2018,11,2018-11,72000,1985,1597,45.0845335,33.4302419,-84.4734782,13113140404,Fayetteville,POINT (-84.4734782 33.4302419)
10227,70401030,120 WOODSTREAM PT,3/16/18,2018,3,2018-3,103500,1984,2294,45.11769834,33.443462,-84.5223623,13113140305,West Fayette,POINT (-84.5223623 33.443462)
10302,52201006,108 HICKORY AVE,1/19/18,2018,1,2018-1,70000,1965,1544,45.33678756,33.4456926,-84.4756285,13113140404,Fayetteville,POINT (-84.4756285 33.4456926)
10910,0544  124,166 BROGDON RD,8/25/22,2022,8,2022-8,55000,1982,1209,45.49214227,33.5003663,-84.4591676,13113140102,Fayetteville,POINT (-84.4591676 33.5003663)
14440,0709  076,241 LEES LAKE RD,4/16/21,2021,4,2021-4,135000,1984,2962,45.57731263,33.510424,-84.531736,13113140103,West Fayette,POINT (-84.531736 33.510424)
2782,0551  006,262 KENWOOD RD,5/29/19,2019,5,2019-5,130000,1961,2818,46.13200852,33.5097105,-84.4432352,13113140102,Fayetteville,POINT (-84.4432352 33.5097105)
3379,0543  105,741 GINGER CAKE RD,11/21/19,2019,11,2019-11,145000,1979,3070,47.23127036,33.4921082,-84.4875387,13113140102,Fayetteville,POINT (-84.4875387 33.4921082)
14648,55101003,185 SCHOOL RD,8/31/18,2018,8,2018-8,125000,1910,2557,48.88541259,33.5174347,-84.4955551,13113140104,Fayetteville,POINT (-84.4955551 33.5174347)
14657,0517  034,715 JAMES W DIXON DR,8/31/18,2018,8,2018-8,60000,1958,1221,49.14004914,33.4341337,-84.4528526,13113140405,Fayetteville,POINT (-84.4528526 33.4341337)
8344,0544  124,166 BROGDON RD,2/28/23,2023,2,2023-2,60000,1982,1209,49.62779156,33.5003663,-84.4591676,13113140102,Fayetteville,POINT (-84.4591676 33.5003663)
6642,0450  019,1716 HIGHWAY 85 S,2/5/21,2021,2,2021-2,65000,1961,1290,50.3875969,33.3756973,-84.4793793,13113140501,South Fayette,POINT (-84.4793793 33.3756973)
10202,1307  042,588 WESTBRIDGE RD,3/23/18,2018,3,2018-3,55000,1952,1079,50.97312326,33.5441387,-84.4762229,13113140104,Fayetteville,POINT (-84.4762229 33.5441387)
1629,55006004,190 PRINCETON TRCE,1/23/20,2020,1,2020-1,101489,1983,1990,50.99949749,33.516499,-84.453768,13113140104,Fayetteville,POINT (-84.453768 33.516499)
1835,71302014,1080 BRITTANY WAY,9/23/20,2020,9,2020-9,100000,1973,1958,51.07252298,33.4429456,-84.5473425,13113140206,West Fayette,POINT (-84.5473425 33.4429456)
7102,53001007,310 KELLY DR,10/26/20,2020,10,2020-10,66924,1962,1279,52.3252541,33.4578177,-84.4601927,13113140403,Fayetteville,POINT (-84.4601927 33.4578177)
8473,130308010,150 SHADY BROOKE WALK,2/1/23,2023,2,2023-2,160000,1991,3054,52.39030779,33.5256362,-84.4598852,13113140104,Fayetteville,POINT (-84.4598852 33.5256362)
8593,51614028,315 HUNTERS GLN,9/23/22,2022,9,2022-9,130000,1998,2457,52.91005291,33.4347816,-84.4713036,13113140404,Fayetteville,POINT (-84.4713036 33.4347816)
12085,73903001,149 VILLAGE GREEN CIR,10/4/19,2019,10,2019-10,210000,2001,3964,52.97679112,33.4909509,-84.5909709,13113140203,West Fayette,POINT (-84.5909709 33.4909509)
5144,61117050,713 RIDGEFIELD DR,9/13/19,2019,9,2019-9,70000,1987,1300,53.84615385,33.3827288,-84.5593315,13113140304,West Fayette,POINT (-84.5593315 33.3827288)
12722,0450  008,1727 HIGHWAY 85 S,9/1/21,2021,9,2021-9,145000,1900,2664,54.42942943,33.3800888,-84.4861105,13113140501,South Fayette,POINT (-84.4861105 33.3800888)
3289,53711014,285 BRANDON MILL CIR,12/9/19,2019,12,2019-12,153000,1985,2802,54.60385439,33.4808149,-84.4684134,13113140403,Fayetteville,POINT (-84.4684134 33.4808149)
3146,53804010,110 HILL CHASE CT,12/9/19,2019,12,2019-12,130000,1977,2370,54.85232068,33.477997,-84.4293087,13113140102,Fayetteville,POINT (-84.4293087 33.477997)
11174,55201009,110 GREEN VALLEY DR,7/21/20,2020,7,2020-7,110000,1952,1994,55.16549649,33.5097814,-84.4248778,13113140102,Fayetteville,POINT (-84.4248778 33.5097814)
7047,1301  026,153 WESTBRIDGE RD,10/19/20,2020,10,2020-10,120650,1960,2174,55.49678013,33.5264049,-84.5001986,13113140104,Fayetteville,POINT (-84.5001986 33.5264049)
5240,0543  094,967 HIGHWAY 92 N,8/18/20,2020,8,2020-8,100000,1982,1782,56.11672278,33.494229,-84.486766,13113140102,Fayetteville,POINT (-84.486766 33.494229)
5670,53706003,125 BRANDON MILL CIR,9/14/18,2018,9,2018-9,170300,1984,3015,56.48424544,33.4820695,-84.4637599,13113140403,Fayetteville,POINT (-84.4637599 33.4820695)
6880,61403004,108 BOXWOOD CT,1/22/21,2021,1,2021-1,100000,1973,1760,56.81818182,33.3818069,-84.5734989,13113140303,West Fayette,POINT (-84.5734989 33.3818069)
10552,0415  002,874 GRANT RD,1/19/18,2018,1,2018-1,50000,1960,880,56.81818182,33.2909664,-84.4327137,13113140502,South Fayette,POINT (-84.4327137 33.2909664)
2058,70902017,105 FARM LN,2/20/19,2019,2,2019-2,190000,1986,3341,56.86920084,33.5074372,-84.5280554,13113140103,West Fayette,POINT (-84.5280554 33.5074372)
7325,130601032,165 MONTICELLO WAY,11/25/20,2020,11,2020-11,238350,1972,4127,57.75381633,33.543446,-84.4603237,13113140104,Fayetteville,POINT (-84.4603237 33.543446)
12758,0549  008,850 NEW HOPE RD,5/9/18,2018,5,2018-5,61000,1950,1056,57.76515152,33.507696,-84.4836421,13113140102,Fayetteville,POINT (-84.4836421 33.507696)
9983,51206012,150 FORREST LAKE WAY,3/30/18,2018,3,2018-3,132500,1985,2286,57.96150481,33.4087186,-84.43136,13113140408,South Fayette,POINT (-84.43136 33.4087186)
6798,52409039,190 NORTH HAMPTON,2/9/21,2021,2,2021-2,85000,1984,1460,58.21917808,33.4407123,-84.4388669,13113140410,Fayetteville,POINT (-84.4388669 33.4407123)
4172,54401042,165 WHITE OAK CT,7/15/19,2019,7,2019-7,160000,1987,2744,58.3090379,33.4883147,-84.458491,13113140102,Fayetteville,POINT (-84.458491 33.4883147)
4854,71822005,1145 BLAIR LN,5/13/22,2022,5,2022-5,170000,2022,2897,58.68139455,33.4119473,-84.5594356,13113140304,West Fayette,POINT (-84.5594356 33.4119473)
9043,0423  044,375 PADGETT RD,5/7/21,2021,5,2021-5,179000,2021,3049,58.70777304,33.3093871,-84.505908,13113140502,South Fayette,POINT (-84.505908 33.3093871)
10995,53533008,380 2ND ST,8/24/22,2022,8,2022-8,64774,2022,1103,58.72529465,33.4665837,-84.5038571,13113140204,West Fayette,POINT (-84.5038571 33.4665837)
5227,53522007,330 HIGH ST,8/18/20,2020,8,2020-8,160000,2020,2722,58.7803086,33.4653267,-84.5034356,13113140204,West Fayette,POINT (-84.5034356 33.4653267)
11536,0713  016,266 270 TYRONE RD,11/16/18,2018,11,2018-11,140000,1900,2377,58.8977703,33.449685,-84.538334,13113140206,West Fayette,POINT (-84.538334 33.449685)
11755,53531015,530 HEATHERDEN AVE,11/15/21,2021,11,2021-11,112991,2021,1913,59.06481965,33.4697422,-84.5056168,13113140204,West Fayette,POINT (-84.5056168 33.4697422)
11758,53531014,100 5TH ST,11/15/21,2021,11,2021-11,112991,2021,1913,59.06481965,33.470622,-84.5038205,13113140204,West Fayette,POINT (-84.5038205 33.470622)
7336,71822013,1250 HAYES SQ,1/18/22,2022,1,2022-1,123000,2022,2076,59.24855491,33.41229749,-84.5597632,13113140304,West Fayette,POINT (-84.5597632 33.41229749)
11607,53532018,640 HEATHERDEN AVE,11/24/21,2021,11,2021-11,114848,2021,1935,59.35297158,33.47162,-84.5059095,13113140204,West Fayette,POINT (-84.5059095 33.47162)
13305,54304001,118 OMIN RD,4/3/23,2023,4,2023-4,150000,1987,2527,59.35892362,33.5027262,-84.4836094,13113140102,Fayetteville,POINT (-84.4836094 33.5027262)
11914,0434  119,178 LYNN DR,10/4/18,2018,10,2018-10,106000,1994,1782,59.48372615,33.3524812,-84.4486285,13113140501,South Fayette,POINT (-84.4486285 33.3524812)
10173,53606008,130 VICTORIA DR,3/29/18,2018,3,2018-3,337500,1983,5666,59.56583127,33.472492,-84.4750751,13113140403,Fayetteville,POINT (-84.4750751 33.472492)
14778,130304029,160 WILMINGTON LN,8/8/18,2018,8,2018-8,158540,1981,2642,60.00757002,33.5200333,-84.4540828,13113140104,Fayetteville,POINT (-84.4540828 33.5200333)
6385,53606006,134 STANLEY RD,3/13/20,2020,3,2020-3,278000,1989,4632,60.01727116,33.473146,-84.4765304,13113140403,Fayetteville,POINT (-84.4765304 33.473146)
9995,53518039,195 BREAKSPEAR LN,3/23/18,2018,3,2018-3,67505,2018,1122,60.16488414,33.466245,-84.5051942,13113140204,West Fayette,POINT (-84.5051942 33.466245)
5014,53804045,200 HUNTCLIFF CT,9/11/19,2019,9,2019-9,108000,1979,1794,60.2006689,33.4773463,-84.4264779,13113140102,Fayetteville,POINT (-84.4264779 33.4773463)
13653,0511  055,154 SEAY RD,8/26/19,2019,8,2019-8,200000,2018,3320,60.24096386,33.403662,-84.448257,13113140405,Fayetteville,POINT (-84.448257 33.403662)
12797,0505  037,616 B INMAN RD,5/18/18,2018,5,2018-5,102700,1989,1701,60.37624927,33.3941681,-84.4132221,13113140408,South Fayette,POINT (-84.4132221 33.3941681)
7447,52403074,230 S JEFF DAVIS DR,12/22/20,2020,12,2020-12,312000,1964,5144,60.65318818,33.4460187,-84.4491616,13113140410,Fayetteville,POINT (-84.4491616 33.4460187)
45,53520027,135 ROYCROFT LN,5/7/20,2020,5,2020-5,294480,2020,4817,61.13348557,33.4691458,-84.5049106,13113140204,West Fayette,POINT (-84.5049106 33.4691458)
13783,53529007,255 3RD ST,8/31/21,2021,8,2021-8,180000,2021,2942,61.1828688,33.4674209,-84.5036882,13113140204,West Fayette,POINT (-84.5036882 33.4674209)
63,0542  018,205 EASTIN RD,6/24/20,2020,6,2020-6,143000,1969,2335,61.24197002,33.4895094,-84.5032626,13113140102,Fayetteville,POINT (-84.5032626 33.4895094)
6075,74701038,107 FORTRESS DR,4/30/20,2020,4,2020-4,122500,1974,1998,61.31131131,33.4033916,-84.6107278,13113140210,West Fayette,POINT (-84.6107278 33.4033916)
474,51701039,275 HUNTERS GLN,12/14/18,2018,12,2018-12,103000,1986,1674,61.52927121,33.4348614,-84.4691718,13113140404,Fayetteville,POINT (-84.4691718 33.4348614)
5871,52005015,170 SHORELINE DR,7/2/18,2018,7,2018-7,130000,2018,2108,61.66982922,33.4295378,-84.4048936,13113140410,Fayetteville,POINT (-84.4048936 33.4295378)
11989,52311028,180 WILLIAMSBURG WAY,10/18/18,2018,10,2018-10,90000,1983,1452,61.98347107,33.4400812,-84.4516018,13113140409,Fayetteville,POINT (-84.4516018 33.4400812)
10275,44703029,190 MCBRIDE RD,3/5/18,2018,3,2018-3,150000,2018,2403,62.42197253,33.385033,-84.430964,13113140501,South Fayette,POINT (-84.430964 33.385033)
11107,0408  005,214 BROOKS RD,8/20/18,2018,8,2018-8,130000,1971,2075,62.65060241,33.27676724,-84.46195113,13113140502,South Fayette,POINT (-84.46195113 33.27676724)
7752,51826017,145 ANNELLE PARK DR,11/2/20,2020,11,2020-11,355000,2013,5666,62.65442993,33.4303947,-84.4407432,13113140409,Fayetteville,POINT (-84.4407432 33.4303947)
14665,0549  098,173 S KITE LAKE RD,8/30/18,2018,8,2018-8,175000,1994,2792,62.67908309,33.516165,-84.480023,13113140104,Fayetteville,POINT (-84.480023 33.516165)
3363,0551  115,146 BUTLER RD,11/22/19,2019,11,2019-11,150000,1986,2392,62.7090301,33.5050658,-84.4306215,13113140102,Fayetteville,POINT (-84.4306215 33.5050658)
2924,130313017,190 STANDING OAK PL,4/30/19,2019,4,2019-4,216000,1996,3443,62.73598606,33.5263535,-84.4666709,13113140104,Fayetteville,POINT (-84.4666709 33.5263535)
12087,51805017,255 COUNTRY SQUIRE DR,10/17/19,2019,10,2019-10,150000,1986,2390,62.76150628,33.4330259,-84.4339444,13113140409,Fayetteville,POINT (-84.4339444 33.4330259)
11468,0519  031,198 DIXON CIR,11/9/18,2018,11,2018-11,119000,1975,1884,63.16348195,33.4296,-84.4295959,13113140409,Fayetteville,POINT (-84.4295959 33.4296)
6721,71822003,1235 HAYES SQ,5/13/22,2022,5,2022-5,150000,2022,2360,63.55932203,33.412762,-84.55889559,13113140304,West Fayette,POINT (-84.55889559 33.412762)
11501,55002027,245 LITTLE CREEK DR,11/28/18,2018,11,2018-11,170000,1977,2651,64.12674462,33.5034094,-84.4647849,13113140102,Fayetteville,POINT (-84.4647849 33.5034094)
9521,0423  048,405 PADGETT RD,6/4/21,2021,6,2021-6,195000,2021,3034,64.27158866,33.3072645,-84.5049242,13113140502,South Fayette,POINT (-84.5049242 33.3072645)
2063,0547  008,232 CORINTH RD,3/18/19,2019,3,2019-3,118000,1971,1835,64.30517711,33.4860237,-84.4088162,13113140102,Fayetteville,POINT (-84.4088162 33.4860237)
11797,53714008,180 HERITAGE WAY,11/9/21,2021,11,2021-11,195000,1986,3032,64.31398417,33.4806275,-84.4602952,13113140403,Fayetteville,POINT (-84.4602952 33.4806275)
10396,55106012,200 CARNES DR,2/28/18,2018,2,2018-2,309000,2001,4800,64.375,33.5025577,-84.435011,13113140102,Fayetteville,POINT (-84.435011 33.5025577)
5159,53013010,117 FORREST AVE,9/11/19,2019,9,2019-9,96000,1983,1488,64.51612903,33.4579304,-84.4554401,13113140403,Fayetteville,POINT (-84.4554401 33.4579304)
9987,53514009,150 HEATHERDEN AVE,4/13/18,2018,4,2018-4,116066,2018,1779,65.24227094,33.4661225,-84.5063754,13113140204,West Fayette,POINT (-84.5063754 33.4661225)
78,0550  029,165 THORNTON LN,6/30/20,2020,6,2020-6,115000,1972,1762,65.26674234,33.5129333,-84.4684953,13113140104,Fayetteville,POINT (-84.4684953 33.5129333)
11356,52312002,340 WILLIAMSBURG WAY,7/7/20,2020,7,2020-7,95000,1984,1452,65.42699725,33.4401653,-84.4500639,13113140409,Fayetteville,POINT (-84.4500639 33.4401653)
3761,53529010,285 3RD ST,6/29/22,2022,6,2022-6,197408,2022,3005,65.69317804,33.4673716,-84.5034723,13113140204,West Fayette,POINT (-84.5034723 33.4673716)
6076,130201051,848 CARTWRIGHT PASS,3/17/20,2020,3,2020-3,120000,1977,1825,65.75342466,33.5277607,-84.4821051,13113140104,Fayetteville,POINT (-84.4821051 33.5277607)
11893,0737  038,702 SENOIA RD,10/16/18,2018,10,2018-10,130000,1968,1973,65.88950836,33.463164,-84.5973936,13113140210,West Fayette,POINT (-84.5973936 33.463164)
9827,0543  053,130 NEW OAK RIDGE TRL,3/12/18,2018,3,2018-3,185000,1981,2806,65.93014968,33.498404,-84.476549,13113140102,Fayetteville,POINT (-84.476549 33.498404)
10246,53607004,135 WOODSONG DR,3/13/18,2018,3,2018-3,190000,1984,2877,66.04101495,33.4824416,-84.4809369,13113140403,Fayetteville,POINT (-84.4809369 33.4824416)
10326,53801008,265 NEW HOPE PL,1/19/18,2018,1,2018-1,120000,1964,1816,66.07929515,33.4775038,-84.4411844,13113140102,Fayetteville,POINT (-84.4411844 33.4775038)
11164,0549  008,850 NEW HOPE RD,7/31/20,2020,7,2020-7,70000,1950,1056,66.28787879,33.507696,-84.4836421,13113140102,Fayetteville,POINT (-84.4836421 33.507696)
12090,1305  028,135 WINDY HILL RD,10/23/19,2019,10,2019-10,117000,1983,1762,66.40181612,33.5458461,-84.4470921,13113140104,Fayetteville,POINT (-84.4470921 33.5458461)
9761,53715005,125 HERITAGE LAKE DR,6/10/19,2019,6,2019-6,200000,1988,3008,66.4893617,33.4745651,-84.4613613,13113140403,Fayetteville,POINT (-84.4613613 33.4745651)
12357,0522  013,20 BURCH RD,2/22/22,2022,2,2022-2,235000,1962,3533,66.51570903,33.4463918,-84.485466,13113140404,Fayetteville,POINT (-84.485466 33.4463918)
10226,53112004,235 ROSEWOOD DR,3/16/18,2018,3,2018-3,105000,1987,1574,66.7090216,33.4565332,-84.4382926,13113140406,Fayetteville,POINT (-84.4382926 33.4565332)
4978,53103026,470 JEFFERSON AVE,9/12/19,2019,9,2019-9,101291,1963,1512,66.99140212,33.458767,-84.4457781,13113140406,Fayetteville,POINT (-84.4457781 33.458767)
7379,53009019,260 ASHLAND WAY,11/17/20,2020,11,2020-11,192000,1979,2866,66.9923238,33.4692683,-84.4605207,13113140403,Fayetteville,POINT (-84.4605207 33.4692683)
5887,52602003,165 DEN CREEK TRL,7/13/18,2018,7,2018-7,150000,1991,2236,67.08407871,33.4442415,-84.4061454,13113140410,Fayetteville,POINT (-84.4061454 33.4442415)
13272,55002032,190 LITTLE CREEK DR,4/10/23,2023,4,2023-4,180000,1978,2664,67.56756757,33.5040736,-84.4669579,13113140102,Fayetteville,POINT (-84.4669579 33.5040736)
6230,53748009,50 SYLVAN LOOP,4/10/20,2020,4,2020-4,399000,2013,5868,67.99591002,33.470048,-84.4501254,13113140403,Fayetteville,POINT (-84.4501254 33.470048)
1453,72302009,1224 SANDY CREEK RD,2/11/20,2020,2,2020-2,232000,1988,3404,68.15511163,33.5011339,-84.5619617,13113140204,West Fayette,POINT (-84.5619617 33.5011339)
88,52206028,140 150 BERRY LN,6/30/20,2020,6,2020-6,145000,1984,2115,68.55791962,33.4883643,-84.5737035,13113140204,West Fayette,POINT (-84.5737035 33.4883643)
4773,0728  008,331 FARR RD,5/26/22,2022,5,2022-5,140000,1900,2037,68.72852234,33.4704155,-84.576485,13113140203,West Fayette,POINT (-84.576485 33.4704155)
4512,54302018,130 WHITNEY WAY,6/29/18,2018,6,2018-6,111000,1981,1614,68.7732342,33.4985458,-84.4819616,13113140102,Fayetteville,POINT (-84.4819616 33.4985458)
6340,53904012,370 DEVILLA TRCE,3/23/20,2020,3,2020-3,230000,1974,3329,69.08981676,33.4733301,-84.4245086,13113140102,Fayetteville,POINT (-84.4245086 33.4733301)
14028,54002015,220 CEDAR TRL,8/6/21,2021,8,2021-8,127500,1977,1841,69.25583922,33.4850615,-84.4126911,13113140102,Fayetteville,POINT (-84.4126911 33.4850615)
293,53707011,155 SYCAMORE BND,6/2/20,2020,6,2020-6,160000,1983,2304,69.44444444,33.4766605,-84.4540418,13113140403,Fayetteville,POINT (-84.4540418 33.4766605)
4234,130701006,110 WESTBRIDGE CT,7/1/19,2019,7,2019-7,182500,1987,2627,69.47087933,33.5350773,-84.4852816,13113140104,Fayetteville,POINT (-84.4852816 33.5350773)
13599,52613002,115 RAVENS LNDG,8/27/19,2019,8,2019-8,414000,2014,5953,69.54476734,33.4458068,-84.4033093,13113140410,Fayetteville,POINT (-84.4033093 33.4458068)
4442,73107019,38 FAIRWAY LN,6/29/18,2018,6,2018-6,106000,1975,1524,69.55380577,33.4063601,-84.5824404,13113140207,West Fayette,POINT (-84.5824404 33.4063601)
7365,55002016,265 THORNTON DR,12/2/20,2020,12,2020-12,185000,1987,2655,69.67984934,33.5061445,-84.4683929,13113140102,Fayetteville,POINT (-84.4683929 33.5061445)
10357,0518  035,135 MARION BLVD,1/29/18,2018,1,2018-1,185776,1975,2659,69.86686724,33.423698,-84.441594,13113140409,Fayetteville,POINT (-84.441594 33.423698)
5363,70401006,110 HERITAGE FARM LN,8/19/20,2020,8,2020-8,215000,1978,3072,69.98697917,33.4437822,-84.5192287,13113140305,West Fayette,POINT (-84.5192287 33.4437822)
4514,54905011,100 BENJAMIN CT,6/1/18,2018,6,2018-6,202500,1986,2890,70.06920415,33.5173236,-84.4745012,13113140104,Fayetteville,POINT (-84.4745012 33.5173236)
14704,70801035,150 W LAKE DR,8/24/18,2018,8,2018-8,115000,1971,1634,70.37943696,33.515066,-84.5170372,13113140103,West Fayette,POINT (-84.5170372 33.515066)
10503,71808012,101 103 RIDGE VW DUPLEX,2/5/18,2018,2,2018-2,140000,1982,1989,70.38712921,33.4500276,-84.4463718,13113140406,Fayetteville,POINT (-84.4463718 33.4500276)
5510,53015007,145 CREEKWOOD TRL,1/3/19,2019,1,2019-1,205000,1988,2903,70.61660351,33.4679181,-84.4576504,13113140403,Fayetteville,POINT (-84.4576504 33.4679181)
81,130301008,916 HIGHWAY 314,6/22/20,2020,6,2020-6,160000,1977,2265,70.6401766,33.5200423,-84.4494077,13113140104,Fayetteville,POINT (-84.4494077 33.5200423)
5662,0418  029,2608 S HIGHWAY 92,9/7/18,2018,9,2018-9,130000,1971,1839,70.69059271,33.319498,-84.4011586,13113140501,South Fayette,POINT (-84.4011586 33.319498)
11416,52311008,135 WILLIAMSBURG WAY,11/29/18,2018,11,2018-11,109500,1983,1549,70.69076824,33.4396057,-84.4521964,13113140409,Fayetteville,POINT (-84.4521964 33.4396057)
7292,53201048,105 PAMELA CT,12/22/20,2020,12,2020-12,152000,1983,2150,70.69767442,33.46246,-84.4147429,13113140406,Fayetteville,POINT (-84.4147429 33.46246)
14789,53602018,112 WHITE RD,8/8/18,2018,8,2018-8,194126,1973,2741,70.82305728,33.4735469,-84.4708359,13113140403,Fayetteville,POINT (-84.4708359 33.4735469)
412,73923009,225 CHADMORE LN,5/8/20,2020,5,2020-5,233000,2005,3288,70.86374696,33.4938223,-84.6007888,13113140203,West Fayette,POINT (-84.6007888 33.4938223)
2640,0551  089,109 WILKINS RD,5/13/19,2019,5,2019-5,82000,1972,1156,70.93425606,33.5099302,-84.4408357,13113140102,Fayetteville,POINT (-84.4408357 33.5099302)
10094,53706013,115 MILLWOOD LN,4/17/18,2018,4,2018-4,207000,1983,2917,70.96331848,33.4795678,-84.4653999,13113140403,Fayetteville,POINT (-84.4653999 33.4795678)
5683,52410038,130 ARBOR WAY,9/13/18,2018,9,2018-9,88000,1990,1240,70.96774194,33.447902,-84.441275,13113140410,Fayetteville,POINT (-84.441275 33.447902)
2650,73406022,32 COBBLESTONE CRK,4/19/19,2019,4,2019-4,126000,1977,1774,71.0259301,33.4104555,-84.5894501,13113140209,West Fayette,POINT (-84.5894501 33.4104555)
10404,53122007,55 BAY BRANCH BLVD,2/28/18,2018,2,2018-2,111000,2001,1556,71.33676093,33.4549418,-84.4331687,13113140406,Fayetteville,POINT (-84.4331687 33.4549418)
5754,0524  061,120 ROSEWOOD DR,9/14/18,2018,9,2018-9,114500,1963,1599,71.60725453,33.4524274,-84.4387233,13113140406,Fayetteville,POINT (-84.4387233 33.4524274)
10180,44301006,2018 HIGHWAY 92 S,3/28/18,2018,3,2018-3,160000,1905,2234,71.62041182,33.3586586,-84.4089977,13113140501,South Fayette,POINT (-84.4089977 33.3586586)
5572,54402009,135 KELLIE LN,1/22/19,2019,1,2019-1,182900,1984,2548,71.78178964,33.4878301,-84.4542462,13113140102,Fayetteville,POINT (-84.4542462 33.4878301)
9922,53037004,44 INTOWN PL,3/6/18,2018,3,2018-3,115000,2006,1593,72.1908349,33.4575655,-84.4508909,13113140406,Fayetteville,POINT (-84.4508909 33.4575655)
11954,53205007,190 SUGARLAND TRL,10/26/18,2018,10,2018-10,190000,1990,2630,72.24334601,33.4664669,-84.418436,13113140406,Fayetteville,POINT (-84.418436 33.4664669)
10187,130601037,150 MONTICELLO WAY,3/27/18,2018,3,2018-3,239900,1972,3318,72.30259192,33.5441149,-84.4595571,13113140104,Fayetteville,POINT (-84.4595571 33.5441149)
11426,52311026,200 WILLIAMSBURG WAY,11/29/18,2018,11,2018-11,112000,1982,1549,72.30471272,33.4400702,-84.4513557,13113140409,Fayetteville,POINT (-84.4513557 33.4400702)
