,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month
0,053710007,255 BRANDON MILL CIR,2020-05-29,317900.0,1984,3289,255 Brandon Mill Cir Fayette County GA,053710007-5/29/2020-317900.0,96.65551839464882,2020,2020,5,2020-5
1,0722  108,180 SWANSON RD,2020-06-22,544900.0,2019,3351,180 Swanson Rd Fayette County GA,0722  108-6/22/2020-544900.0,162.60817666368249,2020,2020,6,2020-6
2,074530001,637 TULIP POPLAR DR,2020-06-15,522955.0,2020,2405,637 Tulip Poplar Dr Fayette County GA,074530001-6/15/2020-522955.0,217.44490644490645,2020,2020,6,2020-6
3,073018014,300 ABERCORN SQ,2020-05-15,750000.0,1997,2968,300 Abercorn Sq Fayette County GA,073018014-5/15/2020-750000.0,252.6954177897574,2020,2020,5,2020-5
4,053022045,125 PARKSIDE DR,2020-06-08,241000.0,1995,1969,125 Parkside Dr Fayette County GA,053022045-6/8/2020-241000.0,122.397155916709,2020,2020,6,2020-6
5,071730009,1414 PENNFAIR DR,2020-05-21,459900.0,2000,3479,1414 Pennfair Dr Fayette County GA,071730009-5/21/2020-459900.0,132.19315895372233,2020,2020,5,2020-5
6,051717001,100 AMBERTON LN,2020-05-28,524668.0,2020,3968,100 Amberton Ln Fayette County GA,051717001-5/28/2020-524668.0,132.22479838709677,2020,2020,5,2020-5
7,073023004,115 COTTAGE GRV,2020-05-29,420000.0,1998,1789,115 Cottage Grv Fayette County GA,073023004-5/29/2020-420000.0,234.76802683063164,2020,2020,5,2020-5
8,060827028,1037 PINEHURST DR,2020-06-15,278000.0,1996,1432,1037 Pinehurst Dr Fayette County GA,060827028-6/15/2020-278000.0,194.1340782122905,2020,2020,6,2020-6
9,071601014,203 CAMP CRK,2020-06-19,487000.0,1974,2810,203 Camp Crk Fayette County GA,071601014-6/19/2020-487000.0,173.30960854092527,2020,2020,6,2020-6
10,054406010,195 JOANA DR,2020-06-08,220000.0,1987,1824,195 Joana Dr Fayette County GA,054406010-6/8/2020-220000.0,120.6140350877193,2020,2020,6,2020-6
11,060821031,300 BELLINGRATH CT,2020-06-15,502000.0,1990,3204,300 Bellingrath Ct Fayette County GA,060821031-6/15/2020-502000.0,156.67915106117354,2020,2020,6,2020-6
12,073454004,903 FRANKLIN RIDGE DR,2020-06-01,553000.0,2009,3893,903 Franklin Ridge Dr Fayette County GA,073454004-6/1/2020-553000.0,142.04983303365015,2020,2020,6,2020-6
13,052220045,245 REHOBETH WAY,2020-06-19,230000.0,2005,1832,245 Rehobeth Way Fayette County GA,052220045-6/19/2020-230000.0,125.54585152838428,2020,2020,6,2020-6
15,073910014,115 GREEN BR,2020-05-29,305000.0,2003,2811,115 Green Br Fayette County GA,073910014-5/29/2020-305000.0,108.50231234436144,2020,2020,5,2020-5
16,073207034,32 TWIGGS COR,2020-06-25,141500.0,1972,1118,32 Twiggs Cor Fayette County GA,073207034-6/25/2020-141500.0,126.56529516994634,2020,2020,6,2020-6
17,045111001,765 BIRKDALE DR,2020-05-14,519900.0,1996,3237,765 Birkdale Dr Fayette County GA,045111001-5/14/2020-519900.0,160.61167747914735,2020,2020,5,2020-5
18,0902  083,486 LEES LAKE RD,2020-06-24,459000.0,1995,3001,486 Lees Lake Rd Fayette County GA,0902  083-6/24/2020-459000.0,152.9490169943352,2020,2020,6,2020-6
19,073462009,231 WIDENER WAY,2020-05-12,622619.0,2020,3294,231 Widener Way Fayette County GA,073462009-5/12/2020-622619.0,189.01608986035217,2020,2020,5,2020-5
20,053901011,275 DEVILLA TRCE,2020-05-06,304500.0,1974,2948,275 Devilla Trce Fayette County GA,053901011-5/6/2020-304500.0,103.29036635006784,2020,2020,5,2020-5
21,0539  035,315 PINE TRAIL RD,2020-05-29,196500.0,1978,1860,315 Pine Trail Rd Fayette County GA,0539  035-5/29/2020-196500.0,105.64516129032258,2020,2020,5,2020-5
23,0542  023,232 EASTIN RD,2020-05-05,287000.0,1991,1338,232 Eastin Rd Fayette County GA,0542  023-5/5/2020-287000.0,214.49925261584454,2020,2020,5,2020-5
24,1304  050,377 HIGHWAY 279,2020-05-26,215900.0,1984,2134,377 Highway 279 Fayette County GA,1304  050-5/26/2020-215900.0,101.17150890346767,2020,2020,5,2020-5
25,073462008,229 WIDENER WAY,2020-06-17,542945.0,2020,2720,229 Widener Way Fayette County GA,073462008-6/17/2020-542945.0,199.6121323529412,2020,2020,6,2020-6
26,073525001,201 LAS BRASIS CT,2020-06-24,230000.0,1997,1440,201 Las Brasis Ct Fayette County GA,073525001-6/24/2020-230000.0,159.72222222222223,2020,2020,6,2020-6
27,060905002,107 KRAFTWOOD PARK,2020-06-25,259000.0,1988,1470,107 Kraftwood Park Fayette County GA,060905002-6/25/2020-259000.0,176.1904761904762,2020,2020,6,2020-6
28,074529013,635 TULIP POPLAR DR,2020-05-11,433305.0,2020,2413,635 Tulip Poplar Dr Fayette County GA,074529013-5/11/2020-433305.0,179.571073352673,2020,2020,5,2020-5
29,073026012,110 LARKINS LNDG,2020-05-29,570000.0,1999,2629,110 Larkins Lndg Fayette County GA,073026012-5/29/2020-570000.0,216.81247622670216,2020,2020,5,2020-5
30,130201021,541 COVERED BRIDGE TRL,2020-06-24,218600.0,1978,2080,541 Covered Bridge Trl Fayette County GA,130201021-6/24/2020-218600.0,105.09615384615384,2020,2020,6,2020-6
31,054902022,145 CATHARINE LN,2020-06-29,210000.0,1981,1872,145 Catharine Ln Fayette County GA,054902022-6/29/2020-210000.0,112.17948717948718,2020,2020,6,2020-6
32,0428  031,1153 ANTIOCH RD,2020-06-19,643000.0,2002,4063,1153 Antioch Rd Fayette County GA,0428  031-6/19/2020-643000.0,158.25744523750922,2020,2020,6,2020-6
33,051801021,175 WALDROP WAY,2020-05-18,225000.0,1978,1655,175 Waldrop Way Fayette County GA,051801021-5/18/2020-225000.0,135.95166163141994,2020,2020,5,2020-5
34,073209028,313 TWIGGS COR,2020-06-12,167000.0,1972,1152,313 Twiggs Cor Fayette County GA,073209028-6/12/2020-167000.0,144.96527777777777,2020,2020,6,2020-6
35,053115040,210 CARRIAGE CHASE,2020-05-05,225000.0,1990,2004,210 Carriage Chase Fayette County GA,053115040-5/5/2020-225000.0,112.27544910179641,2020,2020,5,2020-5
36,051518002,140 FAWN BROOK PASS,2020-06-01,300000.0,2000,2336,140 Fawn Brook Pass Fayette County GA,051518002-6/1/2020-300000.0,128.42465753424656,2020,2020,6,2020-6
37,060819020,310 LEGACY LN,2020-06-19,360000.0,1990,1936,310 Legacy Ln Fayette County GA,060819020-6/19/2020-360000.0,185.9504132231405,2020,2020,6,2020-6
38,060711043,135 SUMMER BROOKE,2020-06-25,268000.0,1987,1621,135 Summer Brooke Fayette County GA,060711043-6/25/2020-268000.0,165.33004318322023,2020,2020,6,2020-6
39,053518016,165 2ND ST,2020-06-10,649900.0,2019,2020,165 2Nd St Fayette County GA,053518016-6/10/2020-649900.0,321.73267326732673,2020,2020,6,2020-6
40,060901012,347 SUMMER PL,2020-06-05,225000.0,1987,1398,347 Summer Pl Fayette County GA,060901012-6/5/2020-225000.0,160.94420600858368,2020,2020,6,2020-6
41,060501011,105 STARRS MILL DR,2020-06-23,210000.0,1989,1696,105 Starrs Mill Dr Fayette County GA,060501011-6/23/2020-210000.0,123.82075471698113,2020,2020,6,2020-6
42,053111007,245 BUCKEYE LN,2020-05-08,204989.0,1978,1708,245 Buckeye Ln Fayette County GA,053111007-5/8/2020-204989.0,120.01697892271663,2020,2020,5,2020-5
43,051621005,120 KENDALL KNL,2020-05-08,370000.0,1999,2328,120 Kendall Knl Fayette County GA,051621005-5/8/2020-370000.0,158.93470790378007,2020,2020,5,2020-5
44,074525003,418 COTTONWOOD CIR,2020-05-05,581917.0,2020,2325,418 Cottonwood Cir Fayette County GA,074525003-5/5/2020-581917.0,250.2868817204301,2020,2020,5,2020-5
45,073016007,125 N COVE DR,2020-05-15,673000.0,1997,2681,125 N Cove Dr Fayette County GA,073016007-5/15/2020-673000.0,251.02573666542335,2020,2020,5,2020-5
46,070604007,170 ANNELISE PARK DR,2020-05-12,870000.0,2017,4367,170 Annelise Park Dr Fayette County GA,070604007-5/12/2020-870000.0,199.22143347836044,2020,2020,5,2020-5
47,053520027,135 ROYCROFT LN,2020-05-07,294480.0,2020,4817,135 Roycroft Ln Fayette County GA,053520027-5/7/2020-294480.0,61.13348557193274,2020,2020,5,2020-5
48,051612005,100 HIDDEN LAKE DR,2020-05-15,275000.0,1996,2730,100 Hidden Lake Dr Fayette County GA,051612005-5/15/2020-275000.0,100.73260073260073,2020,2020,5,2020-5
49,053511006,150 3RD ST,2020-05-22,298148.0,2017,3213,150 3Rd St Fayette County GA,053511006-5/22/2020-298148.0,92.7942732648615,2020,2020,5,2020-5
50,073304003,131 PLANTERRA WAY,2020-06-05,388000.0,1994,2280,131 Planterra Way Fayette County GA,073304003-6/5/2020-388000.0,170.17543859649123,2020,2020,6,2020-6
51,074204016,205 MONTEGO TR,2020-05-15,310000.0,2007,2378,205 Montego Tr Fayette County GA,074204016-5/15/2020-310000.0,130.36164844407065,2020,2020,5,2020-5
52,0439  081,156 BERNHARD RD,2020-06-03,260000.0,1988,1949,156 Bernhard Rd Fayette County GA,0439  081-6/3/2020-260000.0,133.40174448435096,2020,2020,6,2020-6
53,071712042,306 RAINTREE BND,2020-06-26,295000.0,1978,1908,306 Raintree Bnd Fayette County GA,071712042-6/26/2020-295000.0,154.61215932914047,2020,2020,6,2020-6
54,052208003,200 MONMOUTH DR,2020-06-12,148900.0,1987,1361,200 Monmouth Dr Fayette County GA,052208003-6/12/2020-148900.0,109.40484937545922,2020,2020,6,2020-6
55,074204020,200 MONTEGO TRL,2020-06-05,355000.0,1998,2145,200 Montego Trl Fayette County GA,074204020-6/5/2020-355000.0,165.5011655011655,2020,2020,6,2020-6
56,072305014,140 ROSCOMMON CT,2020-06-22,299000.0,1996,2622,140 Roscommon Ct Fayette County GA,072305014-6/22/2020-299000.0,114.03508771929825,2020,2020,6,2020-6
57,0737  129,681 SENOIA RD,2020-05-19,200000.0,1992,2022,681 Senoia Rd Fayette County GA,0737  129-5/19/2020-200000.0,98.91196834817013,2020,2020,5,2020-5
58,0701  039,297 NELMS RD,2020-05-28,557000.0,1985,2706,297 Nelms Rd Fayette County GA,0701  039-5/28/2020-557000.0,205.8388765705839,2020,2020,5,2020-5
59,060310017,370 WOODCREEK LN,2020-06-26,550000.0,1996,3284,370 Woodcreek Ln Fayette County GA,060310017-6/26/2020-550000.0,167.47868453105968,2020,2020,6,2020-6
60,073456001,826 RICHMOND CIR,2020-06-11,441000.0,2006,3682,826 Richmond Cir Fayette County GA,073456001-6/11/2020-441000.0,119.77186311787072,2020,2020,6,2020-6
61,061406004,106 SWEETWATER OAKS,2020-06-12,541000.0,1990,3449,106 Sweetwater Oaks Fayette County GA,061406004-6/12/2020-541000.0,156.85706001739635,2020,2020,6,2020-6
62,060507019,115 COUNTRYSIDE DR,2020-06-15,205000.0,1990,1249,115 Countryside Dr Fayette County GA,060507019-6/15/2020-205000.0,164.13130504403523,2020,2020,6,2020-6
63,053902004,235 DEVILLA CT,2020-06-10,255000.0,1979,2205,235 Devilla Ct Fayette County GA,053902004-6/10/2020-255000.0,115.64625850340136,2020,2020,6,2020-6
64,071716014,200 HARBOR LOOP,2020-05-07,291000.0,1979,1794,200 Harbor Loop Fayette County GA,071716014-5/7/2020-291000.0,162.20735785953178,2020,2020,5,2020-5
65,0542  018,205 EASTIN RD,2020-06-24,143000.0,1969,2335,205 Eastin Rd Fayette County GA,0542  018-6/24/2020-143000.0,61.24197002141327,2020,2020,6,2020-6
66,074524011,500 COTTONWOOD CIR,2020-06-08,537441.0,2020,2541,500 Cottonwood Cir Fayette County GA,074524011-6/8/2020-537441.0,211.5076741440378,2020,2020,6,2020-6
67,054306007,315 WHITNEY WAY,2020-05-06,180100.0,1983,1488,315 Whitney Way Fayette County GA,054306007-5/6/2020-180100.0,121.03494623655914,2020,2020,5,2020-5
68,071201006,420 FLAT CRK,2020-06-12,368500.0,1992,2150,420 Flat Crk Fayette County GA,071201006-6/12/2020-368500.0,171.3953488372093,2020,2020,6,2020-6
70,071918010,144 MAPLE GROVE TER,2020-06-16,450000.0,2004,2770,144 Maple Grove Ter Fayette County GA,071918010-6/16/2020-450000.0,162.4548736462094,2020,2020,6,2020-6
71,073443020,116 CENTENNIAL DR,2020-06-30,480000.0,2005,3353,116 Centennial Dr Fayette County GA,073443020-6/30/2020-480000.0,143.15538323889055,2020,2020,6,2020-6
72,073915001,133 KESWICK MANOR DR,2020-06-30,315000.0,2004,3427,133 Keswick Manor Dr Fayette County GA,073915001-6/30/2020-315000.0,91.91712868398015,2020,2020,6,2020-6
73,053513001,195 KELMSCOTT LN,2020-05-28,599275.0,2019,1992,195 Kelmscott Ln Fayette County GA,053513001-5/28/2020-599275.0,300.84086345381525,2020,2020,5,2020-5
74,0526  031,303 COUNTY LINE RD,2020-06-15,61200.0,1931,1712,303 County Line Rd Fayette County GA,0526  031-6/15/2020-61200.0,35.74766355140187,2020,2020,6,2020-6
75,051104033,130 ESSEX CIR,2020-06-25,360550.0,1980,2597,130 Essex Cir Fayette County GA,051104033-6/25/2020-360550.0,138.8332691567193,2020,2020,6,2020-6
76,0447  055,1667 HIGHWAY 92 S,2020-05-26,385000.0,1994,2514,1667 Highway 92 S Fayette County GA,0447  055-5/26/2020-385000.0,153.14240254574383,2020,2020,5,2020-5
77,0720  038,158 DOGWOOD TR,2020-06-04,499329.0,1987,2488,158 Dogwood Tr Fayette County GA,0720  038-6/4/2020-499329.0,200.69493569131834,2020,2020,6,2020-6
78,060909039,118 RUBICON RD,2020-06-25,265000.0,1990,1924,118 Rubicon Rd Fayette County GA,060909039-6/25/2020-265000.0,137.73388773388774,2020,2020,6,2020-6
79,072912028,1402 CRESTON HL,2020-05-22,615000.0,2000,2922,1402 Creston Hl Fayette County GA,072912028-5/22/2020-615000.0,210.47227926078028,2020,2020,5,2020-5
80,050409018,120 MARINA CT,2020-05-08,326900.0,1996,2911,120 Marina Ct Fayette County GA,050409018-5/8/2020-326900.0,112.29817931982137,2020,2020,5,2020-5
81,0550  029,165 THORNTON LN,2020-06-30,115000.0,1972,1762,165 Thornton Ln Fayette County GA,0550  029-6/30/2020-115000.0,65.26674233825199,2020,2020,6,2020-6
82,074531012,337 ELKINS PL,2020-06-30,361153.0,2020,2525,337 Elkins Pl Fayette County GA,074531012-6/30/2020-361153.0,143.0308910891089,2020,2020,6,2020-6
83,074528009,313 COTTONWOOD CIR,2020-05-06,399045.0,2020,1768,313 Cottonwood Cir Fayette County GA,074528009-5/6/2020-399045.0,225.704185520362,2020,2020,5,2020-5
84,130301008,916 HIGHWAY 314,2020-06-22,160000.0,1977,2265,916 Highway 314 Fayette County GA,130301008-6/22/2020-160000.0,70.6401766004415,2020,2020,6,2020-6
86,060827027,1039 PINEHURST DR,2020-06-16,285000.0,1995,1687,1039 Pinehurst Dr Fayette County GA,060827027-6/16/2020-285000.0,168.93894487255483,2020,2020,6,2020-6
87,072104030,105 VISTA LN,2020-05-20,271500.0,1990,2189,105 Vista Ln Fayette County GA,072104030-5/20/2020-271500.0,124.02923709456373,2020,2020,5,2020-5
88,060707015,200 CHARON WAY,2020-05-22,276500.0,1986,2549,200 Charon Way Fayette County GA,060707015-5/22/2020-276500.0,108.47391133777953,2020,2020,5,2020-5
89,052321024,260 CAMFORD STONE PATH,2020-05-22,190750.0,2004,1768,260 Camford Stone Path Fayette County GA,052321024-5/22/2020-190750.0,107.89027149321267,2020,2020,5,2020-5
90,060901035,209 KENTWOOD DR,2020-06-30,277000.0,1988,1525,209 Kentwood Dr Fayette County GA,060901035-6/30/2020-277000.0,181.63934426229508,2020,2020,6,2020-6
91,0738  016,205 BRENTWOOD RD,2020-06-30,149815.0,1900,1260,205 Brentwood Rd Fayette County GA,0738  016-6/30/2020-149815.0,118.90079365079364,2020,2020,6,2020-6
92,052206028,140 150 BERRY LN,2020-06-30,145000.0,1984,2115,140 150 Berry Ln Fayette County GA,052206028-6/30/2020-145000.0,68.5579196217494,2020,2020,6,2020-6
93,060916061,1131 TWIN BRIDGE LN,2020-06-30,435000.0,2003,3513,1131 Twin Bridge Ln Fayette County GA,060916061-6/30/2020-435000.0,123.82578992314261,2020,2020,6,2020-6
94,071711049,101 CORNFLOWER CT,2020-06-30,290000.0,1977,2060,101 Cornflower Ct Fayette County GA,071711049-6/30/2020-290000.0,140.7766990291262,2020,2020,6,2020-6
95,073428006,555 N FAIRFIELD DR,2020-06-30,215000.0,1995,1269,555 N Fairfield Dr Fayette County GA,073428006-6/30/2020-215000.0,169.42474389282899,2020,2020,6,2020-6
96,074624020,104 SOUNDVIEW TRCE,2020-06-30,385828.0,2020,2852,104 Soundview Trce Fayette County GA,074624020-6/30/2020-385828.0,135.28330995792427,2020,2020,6,2020-6
97,052311011,165 WILLIAMSBURG WAY,2020-06-30,120000.0,1983,990,165 Williamsburg Way Fayette County GA,052311011-6/30/2020-120000.0,121.21212121212122,2020,2020,6,2020-6
98,073513018,124 SAGAMORE LN,2020-06-30,286000.0,1995,2013,124 Sagamore Ln Fayette County GA,073513018-6/30/2020-286000.0,142.07650273224044,2020,2020,6,2020-6
99,074529011,631 TULIP POPLAR DR,2020-06-30,338390.0,2020,1586,631 Tulip Poplar Dr Fayette County GA,074529011-6/30/2020-338390.0,213.36065573770492,2020,2020,6,2020-6
101,051901001,330 MARION BLVD,2020-06-30,255000.0,1978,1623,330 Marion Blvd Fayette County GA,051901001-6/30/2020-255000.0,157.11645101663586,2020,2020,6,2020-6
102,053009002,100 TIMBERLANE DR,2020-06-30,290000.0,1979,2899,100 Timberlane Dr Fayette County GA,053009002-6/30/2020-290000.0,100.03449465332874,2020,2020,6,2020-6
103,060120021,185 WHITEGATE DR,2020-06-30,452000.0,2002,3186,185 Whitegate Dr Fayette County GA,060120021-6/30/2020-452000.0,141.8706842435656,2020,2020,6,2020-6
104,074624022,108 SOUNDVIEW TRCE,2020-06-30,450631.0,2020,3186,108 Soundview Trce Fayette County GA,074624022-6/30/2020-450631.0,141.4409918392969,2020,2020,6,2020-6
105,050601010,145 ST GABRIEL WAY,2020-06-30,440000.0,2001,3681,145 St Gabriel Way Fayette County GA,050601010-6/30/2020-440000.0,119.53273566965498,2020,2020,6,2020-6
106,061105007,112 DOVE PT,2020-06-30,195000.0,1983,1256,112 Dove Pt Fayette County GA,061105007-6/30/2020-195000.0,155.25477707006368,2020,2020,6,2020-6
107,074531019,324 ELKINS PL,2020-06-30,425634.0,2020,3128,324 Elkins Pl Fayette County GA,074531019-6/30/2020-425634.0,136.0722506393862,2020,2020,6,2020-6
108,074624008,318 LOVELL AVE,2020-06-30,439214.0,2020,3085,318 Lovell Ave Fayette County GA,074624008-6/30/2020-439214.0,142.37082658022692,2020,2020,6,2020-6
109,072104016,180 VISTA LN,2020-06-30,336000.0,1991,2020,180 Vista Ln Fayette County GA,072104016-6/30/2020-336000.0,166.33663366336634,2020,2020,6,2020-6
110,052326008,120 MANSFIELD DR,2020-06-30,323400.0,2019,2720,120 Mansfield Dr Fayette County GA,052326008-6/30/2020-323400.0,118.8970588235294,2020,2020,6,2020-6
111,053018022,245 STRATFORD WAY,2020-06-30,210000.0,1988,1985,245 Stratford Way Fayette County GA,053018022-6/30/2020-210000.0,105.79345088161209,2020,2020,6,2020-6
112,070304010,215 MIDDLEBROOK DR,2020-06-30,310000.0,2007,2722,215 Middlebrook Dr Fayette County GA,070304010-6/30/2020-310000.0,113.88684790595151,2020,2020,6,2020-6
113,051712021,115 LINDSEY TER,2020-06-30,298000.0,2009,2708,115 Lindsey Ter Fayette County GA,051712021-6/30/2020-298000.0,110.04431314623338,2020,2020,6,2020-6
114,0529  036,155 GINGERCAKE DR,2020-06-29,289000.0,1973,2438,155 Gingercake Dr Fayette County GA,0529  036-6/29/2020-289000.0,118.53978671041837,2020,2020,6,2020-6
115,053012011,185 RUNNING BEAR TRL,2020-06-29,179500.0,1983,1958,185 Running Bear Trl Fayette County GA,053012011-6/29/2020-179500.0,91.67517875383044,2020,2020,6,2020-6
116,060905011,503 LONGWOOD LN,2020-06-29,326000.0,1989,2354,503 Longwood Ln Fayette County GA,060905011-6/29/2020-326000.0,138.48768054375532,2020,2020,6,2020-6
117,070328003,220 BLUE POINT PKWY,2020-06-29,432000.0,2017,3328,220 Blue Point Pkwy Fayette County GA,070328003-6/29/2020-432000.0,129.80769230769232,2020,2020,6,2020-6
118,0737  078,180 CRESTWOOD RD,2020-06-29,235000.0,1984,1510,180 Crestwood Rd Fayette County GA,0737  078-6/29/2020-235000.0,155.6291390728477,2020,2020,6,2020-6
119,051620006,300 HIDDEN LAKE DR,2020-06-29,331500.0,1998,2825,300 Hidden Lake Dr Fayette County GA,051620006-6/29/2020-331500.0,117.34513274336283,2020,2020,6,2020-6
120,072402003,130 GRANTHAM WAY,2020-06-29,785000.0,2006,5136,130 Grantham Way Fayette County GA,072402003-6/29/2020-785000.0,152.84267912772586,2020,2020,6,2020-6
121,060723002,403 STURDIVANT CT,2020-06-29,549000.0,1992,3294,403 Sturdivant Ct Fayette County GA,060723002-6/29/2020-549000.0,166.66666666666666,2020,2020,6,2020-6
122,043403015,140 HANDSHAKER CT,2020-06-29,481000.0,1999,2975,140 Handshaker Ct Fayette County GA,043403015-6/29/2020-481000.0,161.68067226890756,2020,2020,6,2020-6
123,050401013,125 LOCKWOOD RD,2020-06-29,208000.0,1977,2057,125 Lockwood Rd Fayette County GA,050401013-6/29/2020-208000.0,101.1181332036947,2020,2020,6,2020-6
124,0521  079,151 BRAEMAR DR,2020-06-29,460000.0,1987,3024,151 Braemar Dr Fayette County GA,0521  079-6/29/2020-460000.0,152.11640211640213,2020,2020,6,2020-6
125,052118008,345 GRAND TETON CIR,2020-06-29,275000.0,2006,1799,345 Grand Teton Cir Fayette County GA,052118008-6/29/2020-275000.0,152.8627015008338,2020,2020,6,2020-6
126,061703041,1107 VELLUM TRCE,2020-06-29,545000.0,1996,2554,1107 Vellum Trce Fayette County GA,061703041-6/29/2020-545000.0,213.3907595927956,2020,2020,6,2020-6
127,073406038,91 COBBLESTONE CRK,2020-06-29,187900.0,1977,1774,91 Cobblestone Crk Fayette County GA,073406038-6/29/2020-187900.0,105.91882750845546,2020,2020,6,2020-6
128,0513  080,172 BETSILL RD,2020-06-29,199900.0,2017,1400,172 Betsill Rd Fayette County GA,0513  080-6/29/2020-199900.0,142.78571428571428,2020,2020,6,2020-6
129,052326012,130 COLONIAL CT,2020-06-26,305000.0,2019,2397,130 Colonial Ct Fayette County GA,052326012-6/26/2020-305000.0,127.24238631622862,2020,2020,6,2020-6
130,053901039,205 DEVILLA TRCE,2020-06-26,265000.0,1974,2390,205 Devilla Trce Fayette County GA,053901039-6/26/2020-265000.0,110.8786610878661,2020,2020,6,2020-6
131,070313004,111 REFLECTIONS PT,2020-06-26,412000.0,2013,2961,111 Reflections Pt Fayette County GA,070313004-6/26/2020-412000.0,139.14218169537318,2020,2020,6,2020-6
132,070711011,100 GRAY FOX PT,2020-06-26,310000.0,1996,2573,100 Gray Fox Pt Fayette County GA,070711011-6/26/2020-310000.0,120.48192771084338,2020,2020,6,2020-6
133,073903001,149 VILLAGE GREEN CIR,2020-06-26,404799.0,2001,3964,149 Village Green Cir Fayette County GA,073903001-6/26/2020-404799.0,102.11881937436932,2020,2020,6,2020-6
134,074531014,334 ELKINS PL,2020-06-26,411695.0,2020,2036,334 Elkins Pl Fayette County GA,074531014-6/26/2020-411695.0,202.20776031434184,2020,2020,6,2020-6
135,052617002,165 ATKINS LN,2020-06-26,430650.0,2020,3698,165 Atkins Ln Fayette County GA,052617002-6/26/2020-430650.0,116.45484045429963,2020,2020,6,2020-6
136,052109005,25 MICHELLE TRL,2020-06-26,325000.0,2003,2958,25 Michelle Trl Fayette County GA,052109005-6/26/2020-325000.0,109.87153482082488,2020,2020,6,2020-6
137,074531003,563 COLEBROOK WAY,2020-06-26,426765.0,2020,2951,563 Colebrook Way Fayette County GA,074531003-6/26/2020-426765.0,144.617078956286,2020,2020,6,2020-6
138,074531006,566 COLEBROOK WAY,2020-06-26,425526.0,2020,2954,566 Colebrook Way Fayette County GA,074531006-6/26/2020-425526.0,144.05077860528098,2020,2020,6,2020-6
139,053516003,167 RAVENHURST LN,2020-06-26,385000.0,2018,1122,167 Ravenhurst Ln Fayette County GA,053516003-6/26/2020-385000.0,343.1372549019608,2020,2020,6,2020-6
140,0603  057,705 APPROACH LN,2020-06-26,790000.0,2015,4461,705 Approach Ln Fayette County GA,0603  057-6/26/2020-790000.0,177.090338489128,2020,2020,6,2020-6
141,051635001,215 BRIDGESTONE CV,2020-06-26,425000.0,2003,3570,215 Bridgestone Cv Fayette County GA,051635001-6/26/2020-425000.0,119.04761904761905,2020,2020,6,2020-6
142,060202027,405 HOLLY GROVE CHURCH RD,2020-06-26,337000.0,1990,2276,405 Holly Grove Church Rd Fayette County GA,060202027-6/26/2020-337000.0,148.06678383128295,2020,2020,6,2020-6
143,061129042,2302 APPLEGATE LN,2020-06-26,265000.0,1996,1390,2302 Applegate Ln Fayette County GA,061129042-6/26/2020-265000.0,190.6474820143885,2020,2020,6,2020-6
144,074528013,321 COTTONWOOD CIR,2020-06-26,389935.0,2020,1948,321 Cottonwood Cir Fayette County GA,074528013-6/26/2020-389935.0,200.17197125256675,2020,2020,6,2020-6
145,060808003,205 CHATEAU LN,2020-06-26,329000.0,1988,2583,205 Chateau Ln Fayette County GA,060808003-6/26/2020-329000.0,127.37127371273712,2020,2020,6,2020-6
146,052616007,130 ATKINS LN,2020-06-26,423930.0,2020,4062,130 Atkins Ln Fayette County GA,052616007-6/26/2020-423930.0,104.36484490398819,2020,2020,6,2020-6
147,053708006,393 NEW HOPE RD,2020-06-26,299000.0,1987,2464,393 New Hope Rd Fayette County GA,053708006-6/26/2020-299000.0,121.34740259740259,2020,2020,6,2020-6
148,060108003,250 OLD IVY,2020-06-26,685000.0,1997,3260,250 Old Ivy Fayette County GA,060108003-6/26/2020-685000.0,210.12269938650306,2020,2020,6,2020-6
149,052326009,110 MANSFIELD DR,2020-06-26,300000.0,2019,2400,110 Mansfield Dr Fayette County GA,052326009-6/26/2020-300000.0,125.0,2020,2020,6,2020-6
150,051105006,200 ROXBORO CT,2020-06-26,299900.0,1983,2906,200 Roxboro Ct Fayette County GA,051105006-6/26/2020-299900.0,103.20027529249828,2020,2020,6,2020-6
151,073419021,315 LILAC PATH,2020-06-25,490000.0,1993,2640,315 Lilac Path Fayette County GA,073419021-6/25/2020-490000.0,185.6060606060606,2020,2020,6,2020-6
152,071706001,101 SURRY TRL,2020-06-25,360000.0,1977,2614,101 Surry Trl Fayette County GA,071706001-6/25/2020-360000.0,137.71996939556234,2020,2020,6,2020-6
153,053105032,260 GILBERT RD,2020-06-25,199900.0,1970,1538,260 Gilbert Rd Fayette County GA,053105032-6/25/2020-199900.0,129.9739921976593,2020,2020,6,2020-6
154,051804012,189 DIXON CIR,2020-06-25,200000.0,1986,1734,189 Dixon Cir Fayette County GA,051804012-6/25/2020-200000.0,115.34025374855824,2020,2020,6,2020-6
155,050905054,155 ZELKOVA DR,2020-06-25,290000.0,1993,2609,155 Zelkova Dr Fayette County GA,050905054-6/25/2020-290000.0,111.15369873514757,2020,2020,6,2020-6
156,061112014,204 DEERGRASS TR,2020-06-25,250000.0,1986,1472,204 Deergrass Tr Fayette County GA,061112014-6/25/2020-250000.0,169.83695652173913,2020,2020,6,2020-6
157,051716029,125 HOPETON TER,2020-06-25,413000.0,2016,2935,125 Hopeton Ter Fayette County GA,051716029-6/25/2020-413000.0,140.71550255536627,2020,2020,6,2020-6
