,Parcel ID,Address,sale_date,sale_price,yr_built,square_feet,full_address,unique_ID,price_sf,sale_year,year,month,year-month,url,lat,long
4420,60317008,150 CHESHIRE CHASE,11/3/22,725000,1998,3406,150%20Cheshire%20Chase%20Fayette%20County%20GA,060317008-11/3/2022-725000.0,212.8596594,2022,2022,11,2022-11,https://www.google.com/maps/search/150%20Cheshire%20Chase%20Fayette%20County%20GA,33.3508581,-84.5139853
4421,73404039,210 SWANSON RDG,11/3/22,532825,1975,2090,210%20Swanson%20Rdg%20Fayette%20County%20GA,073404039-11/3/2022-532825.0,254.9401914,2022,2022,11,2022-11,https://www.google.com/maps/search/210%20Swanson%20Rdg%20Fayette%20County%20GA,33.4204129,-84.5898049
4422,74631019,606 FRANCIS AVE,11/3/22,632826,2022,3498,606%20Francis%20Ave%20Fayette%20County%20GA,074631019-11/3/2022-632826.0,180.9108062,2022,2022,11,2022-11,https://www.google.com/maps/search/606%20Francis%20Ave%20Fayette%20County%20GA,33.4186705,-84.6155536
4423,53006022,1025 WEDGEWOOD DR,11/3/22,295000,1974,2918,1025%20Wedgewood%20Dr%20Fayette%20County%20GA,053006022-11/3/2022-295000.0,101.0966415,2022,2022,11,2022-11,https://www.google.com/maps/search/1025%20Wedgewood%20Dr%20Fayette%20County%20GA,33.4630557,-84.4601927
4424,51501023,100 VERDON HL,11/3/22,436000,1999,2330,100%20Verdon%20Hl%20Fayette%20County%20GA,051501023-11/3/2022-436000.0,187.1244635,2022,2022,11,2022-11,https://www.google.com/maps/search/100%20Verdon%20Hl%20Fayette%20County%20GA,33.4373515,-84.5056072
4425,130503042,348 PLANTATION CIR,11/2/22,392500,1970,1911,348%20Plantation%20Cir%20Fayette%20County%20GA,130503042-11/2/2022-392500.0,205.3898482,2022,2022,11,2022-11,https://www.google.com/maps/search/348%20Plantation%20Cir%20Fayette%20County%20GA,33.5389776,-84.4407537
4426,61703009,1016 PATINA PT,11/2/22,675000,1997,2480,1016%20Patina%20Pt%20Fayette%20County%20GA,061703009-11/2/2022-675000.0,272.1774194,2022,2022,11,2022-11,https://www.google.com/maps/search/1016%20Patina%20Pt%20Fayette%20County%20GA,33.3858383,-84.5958391
4427,60408001,105 BRAMLET CT,11/2/22,575000,2001,2541,105%20Bramlet%20Ct%20Fayette%20County%20GA,060408001-11/2/2022-575000.0,226.2888627,2022,2022,11,2022-11,https://www.google.com/maps/search/105%20Bramlet%20Ct%20Fayette%20County%20GA,33.3384217,-84.5218707
4428,73217051,204 RIDGELAKE DR,11/2/22,275000,1986,1390,204%20Ridgelake%20Dr%20Fayette%20County%20GA,073217051-11/2/2022-275000.0,197.8417266,2022,2022,11,2022-11,https://www.google.com/maps/search/204%20Ridgelake%20Dr%20Fayette%20County%20GA,33.4036166,-84.5818528
4429,44903012,105 BRANDENBURG WAY,11/1/22,875000,2004,3692,105%20Brandenburg%20Way%20Fayette%20County%20GA,044903012-11/1/2022-875000.0,236.9989166,2022,2022,11,2022-11,https://www.google.com/maps/search/105%20Brandenburg%20Way%20Fayette%20County%20GA,33.378361,-84.4513769
